Id;LotFrontage;LotArea;Street;Utilities;Condition1;YearBuilt;Heating;HeatingQC;CentralAir;1stFlrSF;2ndFlrSF;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;GarageCars;GarageArea;MoSold;YrSold;SaleType;SaleCondition;SalePrice
387;58;8410;Pave;AllPub;Feedr;1910;GasA;TA;Y;658;526;1;0;5;1;TA;8;0;0;5;2006;WD;AdjLand;81000
388;72;7200;Pave;AllPub;Norm;1976;GasA;Ex;Y;1125;0;1;0;3;1;TA;6;1;352;10;2009;WD;Abnorml;125000
389;93;9382;Pave;AllPub;Norm;1999;GasA;Ex;Y;1479;0;2;0;3;1;Gd;6;2;577;7;2008;WD;Normal;191000
390;96;12474;Pave;AllPub;Norm;2007;GasA;Ex;Y;1742;590;2;1;3;1;Ex;9;3;846;8;2008;New;Partial;426000
391;50;8405;Pave;AllPub;Norm;1900;GasA;Ex;Y;961;406;1;0;4;1;TA;7;1;384;4;2008;WD;Normal;119000
392;71;12209;Pave;AllPub;Norm;2001;GasA;Ex;Y;804;1157;2;1;3;1;Gd;7;2;560;6;2009;WD;Normal;215000
393;NA;8339;Pave;AllPub;Norm;1959;GasA;TA;Y;882;0;1;0;3;1;TA;5;1;294;7;2007;WD;Normal;106500
394;NA;7446;Pave;AllPub;Feedr;1941;GasA;TA;Y;788;0;1;0;2;1;TA;4;0;0;4;2006;WD;Abnorml;100000
395;60;10134;Pave;AllPub;Norm;1940;GasA;Gd;Y;735;299;1;0;2;1;TA;5;1;240;7;2007;WD;Normal;109000
396;68;9571;Pave;AllPub;Norm;1956;GasA;TA;Y;1144;0;1;0;3;1;TA;6;1;596;6;2010;WD;Normal;129000
397;60;7200;Pave;AllPub;Norm;1972;GasA;TA;Y;894;0;1;0;2;1;TA;6;2;600;9;2009;WD;Normal;123000
398;69;7590;Pave;AllPub;PosN;1962;GasA;TA;Y;876;936;2;0;4;1;TA;8;1;264;7;2007;WD;Normal;169500
399;60;8967;Pave;AllPub;Norm;1920;GasA;Gd;Y;1077;0;1;0;2;1;TA;6;1;338;11;2007;WD;Abnorml;67000
400;65;8125;Pave;AllPub;Norm;2006;GasA;Ex;Y;1112;438;2;0;2;1;Gd;7;2;438;10;2009;WD;Normal;241000
401;38;14963;Pave;AllPub;Norm;1996;GasA;Ex;Y;1288;0;1;1;1;1;Ex;4;2;500;12;2008;WD;Normal;245500
402;65;8767;Pave;AllPub;Norm;2005;GasA;Ex;Y;1310;0;2;0;3;1;Gd;6;2;400;7;2006;New;Partial;164990
403;60;10200;Pave;AllPub;Norm;1940;GasA;Ex;Y;672;0;1;0;2;1;TA;4;1;240;8;2008;WD;Normal;108000
404;93;12090;Pave;AllPub;Norm;1998;GasA;Gd;Y;1165;1098;2;1;4;1;Gd;10;2;420;7;2006;WD;Abnorml;258000
405;NA;10364;Pave;AllPub;Norm;1995;GasA;Gd;Y;806;766;2;1;3;1;TA;7;2;373;5;2007;WD;Normal;168000
406;NA;9991;Pave;AllPub;Feedr;1976;GasA;Ex;Y;1620;0;2;0;3;1;TA;8;2;490;6;2009;WD;Normal;150000
407;51;10480;Pave;AllPub;Norm;1936;GasA;Ex;Y;1166;0;1;0;3;1;TA;6;1;240;3;2008;WD;Normal;115000
408;63;15576;Pave;AllPub;Norm;1915;GasA;Ex;Y;840;840;2;0;4;1;TA;8;1;308;3;2008;WD;Normal;177000
409;109;14154;Pave;AllPub;Norm;2006;GasA;Ex;Y;1071;1101;2;1;3;1;Gd;9;3;947;8;2007;New;Partial;280000
410;85;10800;Pave;AllPub;Norm;2007;GasA;Ex;Y;1050;1028;2;1;3;1;Ex;8;3;836;4;2008;New;Partial;339750
411;68;9571;Pave;AllPub;Norm;1958;GasA;TA;Y;1276;0;1;0;3;1;TA;5;1;350;6;2009;COD;Abnorml;60000
412;100;34650;Pave;AllPub;Norm;1955;GasA;TA;N;1056;0;1;0;3;1;TA;5;2;572;1;2006;WD;Normal;145000
413;NA;4403;Pave;AllPub;Norm;2009;GasA;Ex;Y;1478;0;2;1;2;1;Gd;7;2;484;6;2010;New;Partial;222000
414;56;8960;Pave;AllPub;Artery;1927;GasA;Gd;Y;1028;0;1;0;2;1;TA;5;2;360;3;2010;WD;Normal;115000
415;59;11228;Pave;AllPub;Norm;1993;GasA;Ex;Y;1080;1017;2;1;3;1;Gd;9;3;678;12;2008;WD;Normal;228000
416;73;8899;Pave;AllPub;Norm;2007;GasA;Ex;Y;1340;0;2;0;3;1;Gd;6;2;396;8;2007;New;Partial;181134
417;74;7844;Pave;AllPub;Norm;1978;GasA;TA;Y;672;728;1;1;3;1;TA;6;2;440;3;2006;WD;Normal;149500
418;86;22420;Pave;AllPub;Feedr;1918;GasW;TA;N;1370;1254;2;1;4;1;TA;10;3;864;11;2007;WD;Normal;239000
419;60;8160;Pave;AllPub;Norm;1940;GasA;Fa;N;756;378;1;1;3;1;TA;7;1;240;4;2007;WD;AdjLand;126000
420;65;8450;Pave;AllPub;Norm;1968;GasA;Ex;Y;1056;0;1;0;3;1;TA;6;1;304;7;2010;WD;Normal;142000
421;78;7060;Pave;AllPub;Norm;1997;GasA;Ex;Y;1344;0;2;0;2;2;TA;8;4;784;11;2008;WD;Alloca;206300
422;NA;16635;Pave;AllPub;Norm;1977;GasA;Gd;Y;1602;0;2;0;3;1;Gd;8;2;529;6;2009;WD;Normal;215000
423;100;21750;Pave;AllPub;Artery;1954;GasA;Ex;Y;988;0;1;0;2;1;TA;4;2;520;2;2008;WD;Normal;113000
424;80;9200;Pave;AllPub;Norm;1998;GasA;Gd;Y;1470;1160;2;1;4;1;Gd;8;3;696;6;2008;WD;Normal;315000
425;72;9000;Pave;AllPub;Norm;1956;GasA;Gd;Y;1196;0;1;0;2;1;TA;6;1;297;5;2008;WD;Normal;139000
426;60;3378;Pave;AllPub;Norm;1946;GasA;Gd;Y;707;682;1;1;3;1;TA;6;1;240;9;2009;WD;Normal;135000
427;NA;12800;Pave;AllPub;Norm;1989;GasA;Gd;Y;1644;0;2;0;2;1;Gd;5;2;569;8;2009;WD;Normal;275000
428;77;8593;Pave;AllPub;Norm;1957;GasA;Ex;Y;907;0;1;0;3;1;TA;5;1;352;7;2008;WD;Normal;109008
429;64;6762;Pave;AllPub;Norm;2007;GasA;Ex;Y;1208;0;2;0;2;1;Gd;6;2;628;9;2007;New;Partial;195400
430;130;11457;Pave;AllPub;Norm;1988;GasA;TA;Y;1412;0;2;0;3;1;Gd;6;2;576;3;2009;WD;Normal;175000
431;21;1680;Pave;AllPub;Norm;1971;GasA;TA;Y;483;504;1;1;2;1;TA;4;1;264;7;2008;COD;Abnorml;85400
432;60;5586;Pave;AllPub;Feedr;1920;GasA;Gd;Y;1088;110;1;0;4;1;TA;7;0;0;9;2008;ConLD;Abnorml;79900
433;24;1920;Pave;AllPub;Norm;1971;GasA;Ex;Y;765;600;1;1;2;1;TA;6;2;440;8;2007;WD;Normal;122500
434;100;10839;Pave;AllPub;Norm;1997;GasA;Ex;Y;926;678;2;1;3;1;TA;7;2;470;7;2008;WD;Normal;181000
435;21;1890;Pave;AllPub;Norm;1972;GasA;Gd;Y;630;0;1;0;1;1;TA;3;0;0;6;2008;WD;Normal;81000
436;43;10667;Pave;AllPub;PosN;1996;GasA;Ex;Y;827;834;2;1;3;1;Gd;6;2;550;4;2009;ConLw;Normal;212000
437;40;4400;Pave;AllPub;Norm;1920;GasA;TA;Y;734;384;1;0;2;1;TA;6;2;440;10;2006;WD;Normal;116000
438;50;6000;Pave;AllPub;Norm;1926;GasA;Gd;Y;904;0;1;0;2;1;TA;4;1;180;1;2009;WD;Normal;119000
439;40;4280;Pave;AllPub;Norm;1913;GasA;TA;N;694;0;1;0;2;1;Gd;4;1;352;3;2007;WD;Normal;90350
440;67;12354;Pave;AllPub;Norm;1920;GasA;Gd;Y;684;512;1;0;3;1;Gd;7;2;528;8;2009;ConLI;Normal;110000
441;105;15431;Pave;AllPub;Norm;2008;GasA;Ex;Y;2402;0;2;0;2;1;Ex;10;3;672;4;2009;WD;Normal;555000
442;92;12108;Pave;AllPub;Norm;1955;GasA;TA;N;1440;0;2;0;4;2;Fa;8;0;0;9;2008;WD;Normal;118000
443;52;6240;Pave;AllPub;Norm;1930;GasA;TA;Y;1128;445;2;0;3;1;TA;8;2;360;6;2008;WD;Normal;162900
444;53;3922;Pave;AllPub;Norm;2006;GasA;Ex;Y;1258;0;2;0;2;1;Gd;6;3;648;6;2007;New;Partial;172500
445;70;8750;Pave;AllPub;Norm;1994;GasA;Ex;Y;933;975;2;1;4;1;Gd;8;2;493;7;2008;WD;Normal;210000
446;73;9855;Pave;AllPub;Norm;1956;GasA;Fa;Y;1689;0;1;0;3;1;TA;7;2;480;11;2009;COD;Normal;127500
447;137;16492;Pave;AllPub;PosA;1966;GasA;Ex;Y;1888;0;2;1;2;1;Gd;6;2;578;6;2010;WD;Normal;190000
448;NA;11214;Pave;AllPub;Norm;1998;GasA;Gd;Y;956;930;2;1;4;1;Gd;10;2;431;7;2006;WD;Normal;199900
449;50;8600;Pave;AllPub;Norm;1937;GasA;TA;Y;780;596;2;0;3;1;TA;7;1;198;6;2006;WD;Normal;119500
450;50;6000;Pave;AllPub;Norm;1948;GasA;Ex;Y;679;504;1;1;2;1;TA;6;1;308;6;2007;WD;Normal;120000
451;70;5684;Pave;AllPub;Norm;1930;GasA;Ex;Y;813;0;1;0;2;1;Gd;5;1;270;6;2006;WD;Normal;110000
452;62;70761;Pave;AllPub;Norm;1975;GasA;TA;Y;1533;0;2;0;2;1;Gd;5;2;576;12;2006;WD;Normal;280000
453;NA;9303;Pave;AllPub;Norm;1996;GasA;Ex;Y;888;868;2;1;3;1;TA;7;2;422;7;2007;WD;Normal;204000
454;75;9000;Pave;AllPub;Norm;2008;GasA;Ex;Y;786;804;2;1;3;1;Gd;6;2;676;6;2009;WD;Normal;210000
455;63;9297;Pave;AllPub;Norm;1976;GasA;TA;Y;1728;0;2;0;4;2;TA;8;2;560;7;2006;WD;Family;188000
456;80;9600;Pave;AllPub;Norm;1973;GasA;Fa;Y;1242;0;1;1;3;1;TA;6;2;528;9;2007;WD;Normal;175500
457;34;4571;Pave;AllPub;Norm;1916;GasA;Fa;N;624;720;1;0;4;1;TA;7;3;513;5;2008;COD;Abnorml;98000
458;NA;53227;Pave;AllPub;Norm;1954;GasA;Ex;Y;1663;0;1;0;2;1;Gd;6;2;529;3;2008;WD;Normal;256000
459;NA;5100;Pave;AllPub;Norm;1925;GasA;Fa;Y;833;833;1;0;3;1;Gd;7;1;228;6;2008;WD;Normal;161000
460;NA;7015;Pave;AllPub;Norm;1950;GasA;TA;Y;979;224;1;0;3;1;Gd;5;1;352;7;2009;WD;Normal;110000
461;75;8004;Pave;AllPub;RRAn;2009;GasA;Ex;Y;832;1103;2;1;3;1;TA;8;2;552;12;2009;New;Partial;263435
462;60;7200;Pave;AllPub;Feedr;1936;GasA;Ex;Y;575;560;1;0;3;1;Gd;6;2;576;4;2009;WD;Normal;155000
463;60;8281;Pave;AllPub;Norm;1965;GasA;Gd;Y;864;0;1;0;3;1;TA;5;1;360;12;2009;WD;Normal;62383
464;74;11988;Pave;AllPub;Norm;1934;GasA;Fa;Y;849;811;1;1;3;1;TA;6;1;240;8;2008;WD;Normal;188700
465;60;8430;Pave;AllPub;Norm;1978;GasA;TA;Y;1040;0;2;0;3;1;TA;5;0;0;8;2009;WD;Normal;124000
466;NA;3072;Pave;AllPub;Norm;2004;GasA;Ex;Y;1414;0;2;0;2;1;Gd;6;2;398;5;2006;WD;Normal;178740
467;85;10628;Pave;AllPub;Norm;1970;GasA;TA;Y;1277;0;1;0;2;1;TA;5;2;526;4;2007;WD;Normal;167000
468;79;9480;Pave;AllPub;Artery;1942;GasA;Ex;Y;888;756;1;1;3;1;Gd;7;1;312;6;2007;WD;Normal;146500
469;98;11428;Pave;AllPub;Norm;2006;GasA;Ex;Y;1634;0;2;0;3;1;Gd;7;3;866;5;2007;WD;Normal;250000
470;76;9291;Pave;AllPub;RRNe;1993;GasA;Ex;Y;832;878;2;1;3;1;Gd;7;2;506;6;2008;WD;Normal;187000
471;NA;6820;Pave;AllPub;Norm;1985;GasA;TA;Y;1502;0;1;1;1;1;Gd;4;2;528;6;2010;WD;Normal;212000
472;92;11952;Pave;AllPub;PosA;1977;GasA;TA;Y;1161;808;2;1;3;1;TA;8;2;534;11;2007;WD;Normal;190000
473;35;3675;Pave;AllPub;Norm;2005;GasA;Ex;Y;1072;0;1;0;2;1;TA;5;2;525;6;2008;WD;Normal;148000
474;110;14977;Pave;AllPub;Norm;2006;GasA;Ex;Y;1976;0;2;0;2;1;Gd;7;3;908;7;2007;New;Partial;440000
475;41;5330;Pave;AllPub;Norm;2000;GasA;Ex;Y;1652;0;2;0;2;1;Ex;6;2;499;8;2007;WD;Normal;251000
476;80;8480;Pave;AllPub;Norm;1963;GasA;TA;Y;970;0;1;0;2;1;TA;5;2;624;7;2007;WD;Normal;132500
477;75;13125;Pave;AllPub;Norm;1997;GasA;Ex;Y;1493;0;2;0;3;1;Gd;7;2;508;4;2008;WD;Normal;208900
478;105;13693;Pave;AllPub;Norm;2006;GasA;Ex;Y;2069;574;2;1;3;1;Ex;9;3;694;3;2007;WD;Normal;380000
479;79;10637;Pave;AllPub;Norm;2007;GasA;Ex;Y;1718;0;2;0;3;1;Gd;7;3;826;9;2009;WD;Normal;297000
480;50;5925;Pave;AllPub;Norm;1937;GasA;TA;Y;1131;0;1;0;2;1;TA;7;2;672;3;2007;WD;Alloca;89471
481;98;16033;Pave;AllPub;Norm;2004;GasA;Ex;Y;1850;0;2;0;3;1;Gd;8;3;772;3;2006;WD;Normal;326000
482;72;11846;Pave;AllPub;Norm;2003;GasA;Ex;Y;1792;0;2;0;2;1;Ex;6;3;874;8;2006;WD;Normal;374000
483;50;2500;Pave;AllPub;Norm;1915;GasA;Ex;Y;916;910;1;1;4;1;Ex;7;1;164;6;2009;WD;Normal;155000
484;32;4500;Pave;AllPub;Norm;1998;GasA;Ex;Y;1216;0;2;0;2;1;TA;5;2;402;5;2006;WD;Normal;164000
485;NA;7758;Pave;AllPub;Norm;1962;GasA;Gd;Y;999;0;1;0;3;1;Gd;6;1;264;3;2007;WD;Normal;132500
486;80;9600;Pave;AllPub;Norm;1950;GasA;Gd;Y;1113;0;1;0;3;1;Gd;5;1;264;7;2009;WD;Normal;147000
487;79;10289;Pave;AllPub;Norm;1965;GasA;TA;Y;1073;0;1;1;3;1;TA;6;2;515;6;2007;WD;Normal;156000
488;70;12243;Pave;AllPub;Norm;1971;GasA;Gd;Y;1484;0;2;0;3;1;TA;7;2;487;2;2007;WD;Normal;175000
489;60;10800;Pave;AllPub;Norm;1900;GasA;TA;N;1766;648;2;0;3;2;TA;10;2;520;5;2006;ConLD;Normal;160000
490;21;1526;Pave;AllPub;Norm;1970;GasA;TA;Y;630;0;1;0;1;1;Gd;3;1;286;5;2009;WD;Normal;86000
491;NA;2665;Pave;AllPub;Norm;1976;GasA;TA;Y;616;688;1;1;3;1;TA;4;1;336;6;2008;WD;Normal;115000
492;79;9490;Pave;AllPub;Artery;1941;GasA;TA;Y;958;620;1;0;3;1;Fa;5;1;240;8;2006;WD;Normal;133000
493;105;15578;Pave;AllPub;Norm;2006;GasA;Gd;Y;728;728;2;1;3;1;TA;8;2;429;5;2006;New;Partial;172785
494;70;7931;Pave;AllPub;Norm;1960;GasA;TA;Y;1269;0;1;1;3;1;TA;6;1;308;6;2008;WD;Normal;155000
495;50;5784;Pave;AllPub;Artery;1938;GasA;Gd;Y;886;0;1;0;2;1;TA;4;1;273;12;2009;WD;Normal;91300
496;60;7879;Pave;AllPub;Norm;1920;GasA;TA;N;720;0;1;0;2;1;TA;4;0;0;11;2009;WD;Abnorml;34900
497;NA;12692;Pave;AllPub;Norm;1992;GasA;Ex;Y;3228;0;3;0;4;1;Gd;10;2;546;5;2007;WD;Normal;430000
498;60;9120;Pave;AllPub;Norm;1925;GasA;Ex;Y;1133;687;2;0;4;1;TA;8;1;240;6;2008;WD;Normal;184000
499;65;7800;Pave;AllPub;Norm;1967;GasA;Ex;Y;899;0;1;0;3;1;Gd;5;1;288;6;2009;WD;Normal;130000
500;70;7535;Pave;AllPub;Norm;1958;GasA;Fa;Y;912;0;1;0;2;1;TA;5;1;297;6;2007;WD;Normal;120000
501;21;1890;Pave;AllPub;Norm;1973;GasA;TA;Y;672;546;1;1;3;1;TA;7;1;264;5;2007;WD;Normal;113000
502;75;9803;Pave;AllPub;Norm;2005;GasA;Gd;Y;866;902;2;1;3;1;Gd;7;2;603;2;2008;WD;Normal;226700
503;70;9170;Pave;AllPub;Feedr;1965;GasA;Ex;Y;1214;0;1;0;2;1;TA;6;2;461;4;2007;WD;Normal;140000
504;100;15602;Pave;AllPub;Norm;1959;GasA;TA;Y;1801;0;2;0;1;1;TA;6;2;484;3;2010;WD;Normal;289000
505;24;2308;Pave;AllPub;Norm;1974;GasA;TA;Y;855;467;2;1;3;1;TA;6;2;440;6;2009;WD;Normal;147000
506;60;7596;Pave;AllPub;Artery;1952;GasA;Gd;Y;960;1000;2;0;4;2;TA;10;2;400;7;2009;COD;Normal;124500
507;80;9554;Pave;AllPub;Norm;1993;GasA;Ex;Y;1065;846;2;1;3;1;Gd;8;2;471;9;2006;WD;Normal;215000
508;75;7862;Pave;AllPub;Norm;2009;GasA;Ex;Y;1218;0;2;0;2;1;Gd;4;2;676;9;2009;New;Partial;208300
509;60;9600;Pave;AllPub;Norm;1928;GasA;Ex;Y;689;689;2;0;3;1;Gd;7;2;360;10;2008;WD;Normal;161000
510;80;9600;Pave;AllPub;Norm;1959;GasA;Ex;Y;1041;0;1;0;3;1;TA;6;1;270;7;2009;WD;Normal;124500
511;75;14559;Pave;AllPub;Norm;1951;GasA;Ex;Y;1363;0;1;0;2;1;TA;6;1;288;6;2009;WD;Normal;164900
512;40;6792;Pave;AllPub;Norm;2005;GasA;Ex;Y;1368;0;2;0;2;1;Gd;6;2;474;3;2006;New;Partial;202665
513;70;9100;Pave;AllPub;Feedr;1958;GasA;TA;Y;864;0;1;0;3;1;TA;5;2;624;7;2006;WD;Normal;129900
514;71;9187;Pave;AllPub;Norm;1983;GasA;TA;Y;1080;0;1;1;3;1;TA;5;2;484;6;2007;WD;Normal;134000
515;55;10594;Pave;AllPub;Norm;1926;Grav;Fa;N;789;0;1;0;2;1;TA;5;1;200;6;2007;WD;Normal;96500
516;94;12220;Pave;AllPub;Norm;2009;GasA;Ex;Y;2020;0;2;1;3;1;Ex;9;3;900;9;2009;New;Partial;402861
517;NA;10448;Pave;AllPub;Norm;1972;GasA;TA;Y;1378;741;2;1;3;1;TA;7;2;583;8;2009;COD;Abnorml;158000
518;79;10208;Pave;AllPub;Norm;1996;GasA;Ex;Y;1277;1067;2;1;3;1;Gd;7;3;889;7;2009;WD;Normal;265000
519;NA;9531;Pave;AllPub;Norm;1998;GasA;Ex;Y;882;914;2;1;3;1;TA;7;2;546;5;2007;WD;Normal;211000
520;53;10918;Pave;AllPub;Norm;1926;GasA;Ex;Y;1276;804;1;1;3;1;Gd;9;1;282;6;2009;WD;Normal;234000
521;60;10800;Pave;AllPub;Norm;1900;GasA;TA;N;694;600;2;0;3;2;TA;7;0;0;8;2008;WD;Normal;106250
522;90;11988;Pave;AllPub;Feedr;1957;GasA;Ex;Y;1244;0;1;1;3;1;TA;6;1;336;5;2007;WD;Normal;150000
523;50;5000;Pave;AllPub;Feedr;1947;GasA;Ex;Y;1004;660;2;0;3;1;TA;7;2;420;10;2006;WD;Normal;159000
524;130;40094;Pave;AllPub;PosN;2007;GasA;Ex;Y;3138;1538;3;1;3;1;Ex;11;3;884;10;2007;New;Partial;184750
525;95;11787;Pave;AllPub;Norm;1996;GasA;Ex;Y;1383;1015;2;1;3;1;Gd;8;3;834;8;2007;WD;Normal;315750
526;62;7500;Pave;AllPub;Norm;2005;GasA;Ex;Y;1266;0;2;0;3;1;Gd;6;2;453;4;2006;WD;Normal;176000
527;70;13300;Pave;AllPub;Norm;1956;GasA;TA;Y;928;0;1;0;2;1;TA;4;1;252;6;2007;WD;Normal;132000
528;67;14948;Pave;AllPub;Norm;2008;GasA;Ex;Y;1476;1237;2;1;3;1;Ex;11;3;858;11;2008;New;Partial;446261
529;58;9098;Pave;AllPub;Norm;1920;GasA;Ex;Y;605;0;1;0;2;1;TA;5;0;0;7;2007;WD;Normal;86000
530;NA;32668;Pave;AllPub;Norm;1957;GasA;TA;Y;2515;0;3;0;4;2;TA;9;2;484;3;2007;WD;Alloca;200624
531;85;10200;Pave;AllPub;Norm;1988;GasA;Ex;Y;1509;0;2;0;3;1;Gd;5;2;600;8;2008;WD;Abnorml;175000
532;60;6155;Pave;AllPub;RRNn;1920;GasA;Ex;Y;751;611;2;0;3;1;TA;6;2;502;6;2008;WD;Normal;128000
533;60;7200;Pave;AllPub;Norm;1955;GasA;Ex;Y;827;0;1;0;2;1;TA;5;1;392;4;2010;WD;Normal;107500
534;50;5000;Pave;AllPub;Norm;1946;GasA;Fa;N;334;0;1;0;1;1;Fa;2;0;0;1;2007;WD;Normal;39300
535;74;9056;Pave;AllPub;Norm;2004;GasA;Ex;Y;707;707;2;1;3;1;Gd;6;2;403;10;2006;WD;Normal;178000
536;70;7000;Pave;AllPub;Norm;1910;GasA;TA;Y;820;527;1;0;3;1;TA;5;0;0;1;2008;WD;Normal;107500
537;57;8924;Pave;AllPub;Norm;1998;GasA;Ex;Y;880;844;2;1;3;1;Gd;8;2;527;7;2008;WD;Normal;188000
538;NA;12735;Pave;AllPub;Norm;1972;GasA;TA;Y;864;0;1;0;3;1;TA;5;2;576;4;2008;COD;Normal;111250
539;NA;11553;Pave;AllPub;Norm;1968;GasA;TA;Y;1159;0;1;1;3;1;TA;7;1;336;7;2006;WD;Normal;158000
540;NA;11423;Pave;AllPub;Norm;2001;GasA;Ex;Y;1601;0;2;0;3;1;Gd;6;2;670;5;2010;WD;Normal;272000
541;85;14601;Pave;AllPub;Norm;2006;GasA;Ex;Y;1838;0;2;0;2;1;Ex;8;3;765;3;2009;WD;Normal;315000
542;NA;11000;Pave;AllPub;Norm;2000;GasA;Ex;Y;997;1288;2;1;4;1;Gd;8;3;648;6;2007;WD;Normal;248000
543;78;10140;Pave;AllPub;RRAn;1998;GasA;Ex;Y;1680;0;2;0;3;1;Gd;7;2;583;6;2009;WD;Normal;213250
544;34;4058;Pave;AllPub;Norm;1998;GasA;Ex;Y;767;0;1;0;1;1;TA;4;1;367;6;2007;WD;Normal;133000
545;58;17104;Pave;AllPub;Norm;2006;GasA;Ex;Y;664;832;2;1;3;1;Gd;7;2;426;9;2006;New;Partial;179665
546;NA;13837;Pave;AllPub;Norm;1988;GasA;Gd;Y;1377;806;2;1;4;1;Gd;9;3;786;2;2006;WD;Normal;229000
547;70;8737;Pave;AllPub;Norm;1923;GasA;Ex;Y;915;720;1;1;3;1;TA;6;2;440;5;2007;WD;Normal;210000
548;54;7244;Pave;AllPub;Norm;1970;GasA;Ex;Y;768;0;1;0;2;1;TA;5;2;624;4;2007;WD;Normal;129500
549;49;8235;Pave;AllPub;Feedr;1955;GasA;TA;Y;825;0;1;0;2;1;TA;4;2;720;6;2008;WD;Normal;125000
550;75;9375;Pave;AllPub;Norm;2003;GasA;Ex;Y;912;1182;2;1;4;1;Gd;8;2;615;11;2009;WD;Normal;263000
551;53;4043;Pave;AllPub;Norm;1977;GasA;TA;Y;1069;0;2;0;2;1;TA;4;2;440;10;2008;COD;Abnorml;140000
552;50;6000;Pave;AllPub;Norm;1957;GasA;Gd;Y;928;0;1;0;3;1;TA;5;1;288;6;2008;WD;Normal;112500
553;87;11146;Pave;AllPub;Norm;2006;GasA;Ex;Y;1717;0;2;0;3;1;Gd;7;3;908;7;2009;WD;Normal;255500
554;67;8777;Pave;AllPub;Feedr;1949;GasA;Ex;Y;1126;0;2;0;2;1;Gd;5;2;520;5;2009;WD;Normal;108000
555;85;10625;Pave;AllPub;Norm;2003;GasA;Ex;Y;1006;1040;2;1;3;1;Gd;8;3;871;8;2008;WD;Normal;284000
556;58;6380;Pave;AllPub;Norm;1922;GasA;TA;Y;1048;0;1;0;2;1;TA;5;1;280;8;2006;WD;Normal;113000
557;69;14850;Pave;AllPub;Norm;1957;GasA;TA;Y;1092;0;1;0;2;1;TA;6;1;299;5;2006;WD;Normal;141000
558;60;11040;Pave;AllPub;Norm;1920;GasA;Gd;Y;897;439;1;1;3;1;TA;7;1;570;9;2006;COD;Normal;108000
559;57;21872;Pave;AllPub;Norm;1996;GasA;Ex;Y;729;717;2;1;3;1;TA;6;2;406;8;2008;WD;Normal;175000
560;NA;3196;Pave;AllPub;Norm;2003;GasA;Ex;Y;1557;0;2;0;2;1;Gd;7;2;420;10;2006;WD;Normal;234000
561;NA;11341;Pave;AllPub;Norm;1957;GasA;TA;Y;1392;0;1;1;3;1;TA;5;2;528;5;2010;WD;Normal;121500
562;77;10010;Pave;AllPub;Norm;1974;GasA;Gd;Y;1389;0;1;0;2;1;TA;6;2;418;4;2006;WD;Normal;170000
563;63;13907;Pave;AllPub;Norm;1940;GasA;Ex;Y;996;0;1;0;3;1;TA;6;0;0;7;2008;WD;Normal;108000
564;66;21780;Pave;AllPub;Norm;1918;GasA;Ex;Y;1163;511;2;0;4;1;TA;8;2;396;7;2008;WD;Normal;185000
565;NA;13346;Pave;AllPub;Norm;1992;GasA;Ex;Y;1166;1129;2;1;4;1;Gd;9;2;590;7;2006;WD;Normal;268000
566;66;6858;Pave;AllPub;Norm;1915;GasA;TA;N;841;806;1;1;4;1;Fa;6;1;216;5;2010;WD;Normal;128000
567;77;11198;Pave;AllPub;Norm;2005;GasA;Ex;Y;1134;1370;2;1;4;1;Ex;11;3;656;6;2008;WD;Normal;325000
568;70;10171;Pave;AllPub;Norm;2004;GasA;Ex;Y;1535;0;2;0;3;1;Gd;7;2;532;3;2010;WD;Normal;214000
569;79;12327;Pave;AllPub;Norm;1983;GasA;Ex;Y;1496;636;1;1;1;1;Gd;5;2;612;9;2009;WD;Normal;316600
570;NA;7032;Pave;AllPub;Norm;1979;GasA;TA;Y;943;0;1;0;2;1;TA;4;2;600;12;2006;WD;Normal;135960
571;74;13101;Pave;AllPub;Norm;1965;GasA;TA;Y;1728;0;2;0;6;2;TA;10;2;576;11;2008;WD;Normal;142600
572;60;7332;Pave;AllPub;Norm;1959;GasA;Ex;Y;864;0;1;0;2;1;Gd;4;1;288;10;2006;WD;Abnorml;120000
573;83;13159;Pave;AllPub;Norm;2009;GasA;Gd;Y;846;846;2;1;3;1;Gd;6;2;650;7;2009;New;Partial;224500
574;76;9967;Pave;AllPub;Norm;2000;GasA;Ex;Y;774;656;2;1;3;1;TA;8;2;400;12;2007;WD;Normal;170000
575;70;10500;Pave;AllPub;Norm;1971;GasA;TA;Y;576;533;1;0;3;1;TA;5;1;288;12;2007;WD;Normal;139000
576;80;8480;Pave;AllPub;Norm;1947;GasA;TA;Y;832;384;1;0;2;1;TA;6;1;336;10;2008;COD;Abnorml;118500
577;52;6292;Pave;AllPub;Norm;1928;GasA;Gd;Y;877;600;2;0;3;1;TA;6;1;216;8;2009;WD;Normal;145000
578;96;11777;Pave;AllPub;Norm;1966;GasA;Ex;Y;1320;0;1;0;3;1;TA;6;2;564;5;2006;WD;Abnorml;164500
579;34;3604;Pave;AllPub;Norm;2007;GasA;Ex;Y;703;689;2;0;2;1;Gd;5;2;540;2;2008;WD;Abnorml;146000
580;81;12150;Pave;AllPub;Norm;1954;GasA;Ex;N;1050;745;2;0;4;1;TA;7;1;352;11;2008;WD;Normal;131500
